benchmark_code,as_of_date,symbol,market,name_kr,sector,industry,benchmark_weight,member_order,market_cap,source,notes
KOSPI200,2026-05-22,014680,KOSPI,한솔케미칼,소재,기초 화학물질 제조업,0.0005680385984519657,172,3382633012500.0,manual_csv,csv_name=한솔케미칼
KOSPI200,2026-05-22,018880,KOSPI,한온시스템,임의소비재,일반 목적용 기계 제조업,0.0008703076965826126,173,5182625887600.0,manual_csv,csv_name=한온시스템
KOSPI200,2026-05-22,009420,KOSPI,한올바이오파마,헬스케어,의약품 제조업,0.0005000417795485347,174,2977716366000.0,manual_csv,csv_name=한올바이오파마
KOSPI200,2026-05-22,300720,KOSPI,한일시멘트,소재,"시멘트, 석회, 플라스터 및 그 제품 제조업",0.00018834200714496152,175,1121564437250.0,manual_csv,csv_name=한일시멘트
KOSPI200,2026-05-22,051600,KOSPI,한전KPS,산업재,전기 및 통신 공사업,0.0004125989521295964,176,2457000000000.0,manual_csv,csv_name=한전KPS
KOSPI200,2026-05-22,052690,KOSPI,한전기술,산업재,"건축기술, 엔지니어링 및 관련 기술 서비스업",0.0009402671675753357,177,5599230000000.0,manual_csv,csv_name=한전기술
KOSPI200,2026-05-22,180640,KOSPI,한진칼,금융,기타 금융업,0.0013195643696542645,178,7857920238300.0,manual_csv,csv_name=한진칼
KOSPI200,2026-05-22,000880,KOSPI,한화,커뮤니케이션 서비스,기타 화학제품 제조업,0.0016635550818972337,179,9906362619500.0,manual_csv,csv_name=한화
KOSPI200,2026-05-22,088350,KOSPI,한화생명,금융,보험업,0.0008167625479045432,180,4863768000000.0,manual_csv,csv_name=한화생명
KOSPI200,2026-05-22,009830,KOSPI,한화솔루션,산업재,기초 화학물질 제조업,0.0012325594000519755,181,7339811287200.0,manual_csv,csv_name=한화솔루션
KOSPI200,2026-05-22,272210,KOSPI,한화시스템,정보기술(IT),전자부품 제조업,0.0034706979438571335,182,20667781156600.0,manual_csv,csv_name=한화시스템
KOSPI200,2026-05-22,012450,KOSPI,한화에어로스페이스,산업재,"항공기,우주선 및 부품 제조업",0.010918918023393141,183,65021448661000.0,manual_csv,csv_name=한화에어로스페이스
KOSPI200,2026-05-22,082740,KOSPI,한화엔진,산업재,일반 목적용 기계 제조업,0.0010481803868075865,184,6241846221600.0,manual_csv,csv_name=한화엔진
KOSPI200,2026-05-22,042660,KOSPI,한화오션,산업재,선박 및 보트 건조업,0.006287846273328082,185,37443716746800.0,manual_csv,csv_name=한화오션
KOSPI200,2026-05-22,000720,KOSPI,현대건설,산업재,토목 건설업,0.0028105715809825862,186,16736771479500.0,manual_csv,csv_name=현대건설
KOSPI200,2026-05-22,086280,KOSPI,현대글로비스,임의소비재,기타 운송관련 서비스업,0.0029786218613751386,187,17737500000000.0,manual_csv,csv_name=현대글로비스
KOSPI200,2026-05-22,064350,KOSPI,현대로템,산업재,철도장비 제조업,0.0037755763611368354,188,22483312358000.0,manual_csv,csv_name=현대로템
KOSPI200,2026-05-22,012330,KOSPI,현대모비스,임의소비재,자동차 신품 부품 제조업,0.009842802181806394,189,58613248618000.0,manual_csv,csv_name=현대모비스
KOSPI200,2026-05-22,069960,KOSPI,현대백화점,필수소비재,종합 소매업,0.0003983486407555415,190,2372140320000.0,manual_csv,csv_name=현대백화점
KOSPI200,2026-05-22,017800,KOSPI,현대엘리베이터,산업재,일반 목적용 기계 제조업,0.00055340452521567,191,3295488055500.0,manual_csv,csv_name=현대엘리베이터
KOSPI200,2026-05-22,307950,KOSPI,현대오토에버,정보기술(IT),소프트웨어 개발 및 공급업,0.0029059145442334538,192,17304532642000.0,manual_csv,csv_name=현대오토에버
KOSPI200,2026-05-22,011210,KOSPI,현대위아,임의소비재,자동차 신품 부품 제조업,0.00041329669465747033,193,2461155011500.0,manual_csv,csv_name=현대위아
KOSPI200,2026-05-22,004020,KOSPI,현대제철,소재,1차 철강 제조업,0.000931105416533569,194,5544672366750.0,manual_csv,csv_name=현대제철
KOSPI200,2026-05-22,005380,KOSPI,현대자동차,임의소비재,자동차용 엔진 및 자동차 제조업,0.022521880341171387,195,134116336730000.0,manual_csv,csv_name=현대차
KOSPI200,2026-05-22,001450,KOSPI,현대해상,금융,보험업,0.0005532965151392284,196,3294844862500.0,manual_csv,csv_name=현대해상
KOSPI200,2026-05-22,008770,KOSPI,호텔신라,필수소비재,기타 상품 전문 소매업,0.0003842469144254464,197,2288165454300.0,manual_csv,csv_name=호텔신라
KOSPI200,2026-05-22,298040,KOSPI,효성중공업,산업재,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0.006274369567222495,198,37363463836000.0,manual_csv,csv_name=효성중공업
KOSPI200,2026-05-22,298020,KOSPI,효성티앤씨,금융,화학섬유 제조업,0.00030741048257309687,199,1830609486000.0,manual_csv,csv_name=효성티앤씨
KOSPI200,2026-05-22,093370,KOSPI,후성,산업재,기초 화학물질 제조업,0.00023252416307648942,200,1384666310300.0,manual_csv,csv_name=후성
